1395,1
1400,1
1405,1
1410,1
1415,1
1420,1
1425,1
1430,1
1435,1
1440,1
1445,1
1450,1
1455,1
1460,1
1465,1
1470,1
1475,1
1480,1
1485,1
1490,1
1495,1
1500,1
1505,1
1510,1
1515,1
1520,1
1525,1
1530,1
1535,1
1540,1
1545,1
1550,1
1555,1
1560,1
1565,1
1570,1
1575,1
1580,1
1585,1
1590,1
1595,1
1600,1
1605,1
1610,1
1615,1
1620,1
1625,1
1630,1
1635,1
1640,1
1645,1
1650,1
1655,1
1660,1
1665,1
1670,1
1675,1
1680,1
1685,1
1690,1
1695,1
1700,1
1705,1
1710,1
1715,1
1720,1
1725,1
1730,1
1735,1
1740,1
1745,1
1750,1
1755,1
1760,1
1765,1
1770,1
1775,1
1780,1
1785,1
1790,1
1795,1
1800,1
1805,1
1810,1
1815,1
1820,1
1825,1
1830,1
1835,1
1840,1
1845,1
1850,1
1855,1
1860,1
1865,1
1870,1
1875,1
1880,1
1885,1
1890,1
1895,1
1900,1
1905,1
1910,1
1915,1
1920,1
1925,1
1930,1
1935,1
1940,1
1945,1
1950,1
1955,1
1960,1
1965,1
1970,1
1975,1
1980,1
1985,1
1990,1
1995,1
2000,1
2005,1
2010,1
2015,1
2020,1
2025,1
2030,1
2035,1
2040,1
2045,1
2050,1
2055,1
2060,1
2065,1
2070,1
2075,1
2080,1
2085,1
2090,1
2095,1
2100,1
2105,1
2110,1
2115,1
2120,1
2125,1
2130,1
2135,1
2140,1
2145,1
2150,1
2155,1
2160,1
2165,1
2170,1
2175,1
2180,1
2185,1
2190,1
2195,1
2200,1
2205,1
2210,1
2215,1
2220,1
2225,1
2230,1
2235,1
2240,1
2245,1
2250,1
2255,1
2260,1
2265,1
2270,1
2275,1
2280,1
2285,1
2290,1
2295,1
2300,1
2305,1
2310,1
2315,1
2320,1
2325,1
2330,1
2335,1
2340,1
2345,1
2350,1
2355,1
2360,1
2365,1
2370,1
2375,1
2380,1
2385,1
2390,1
2395,1
2400,1
2405,1
2410,1
2415,1
2420,1
2425,1
2430,1
2435,1
2440,1
2445,1
2450,1
2455,1
2460,1
2465,1
2470,1
2475,1
2480,1
2485,1
2490,1
2495,1
2500,1
2505,1
2510,1
2515,1
2520,1
2525,1
2530,1
2535,1
2540,1
2545,1
2550,1
2555,1
2560,1
2565,1
2570,1
2575,1
2580,1
2585,1
2590,1
2595,1
2600,1
2605,1
2610,1
2615,1
2620,1
2625,1
2630,1
2635,1
2640,1
2645,1
2650,1
2655,1
2660,1
2665,1
2670,1
2675,1
2680,1
2685,1
2690,1
2695,1
2700,1
2705,1
2710,1
2715,1
2720,1
2725,1
2730,1
2735,1
2740,1
2745,1
2750,1
2755,1
2760,1
2765,1
2770,1
2775,1
2780,1
2785,1
2790,1
2795,1
2800,1
2805,1
2810,1
2815,1
2820,1
2825,1
2830,1
2835,1
2840,1
2845,1
2850,1
2855,1
2860,1
2865,1
2870,1
2875,1
2880,1
2885,1
2890,1
2895,1
2900,1
2905,1
2910,1
2915,1
2920,1
2925,1
2930,1
2935,1
2940,1
2945,1
2950,1
2955,1
2960,1
2965,1
2970,1
2975,1
2980,1
2985,1
2990,1
2995,1
3000,1
3005,1
3010,1
3015,1
3020,1
3025,1
3030,1
3035,1
3040,1
3045,1
3050,1
3055,1
3060,1
3065,1
3070,1
3075,1
3080,1
3085,1
3090,1
3095,1
3100,1
3105,1
3110,1
3115,1
3120,1
3125,1
3130,1
3135,1
3140,1
3145,1
3150,1
3155,1
3160,1
3165,1
3170,1
3175,1
3180,1
3185,1
3190,1
3195,1
3200,1
3205,1
3210,1
3215,1
3220,1
3225,1
3230,1
3235,1
3240,1
3245,1
3250,1
3255,1
3260,1
3265,1
3270,1
3275,1
3280,1
3285,1
3290,1
3295,1
3300,1
3305,1
3310,1
3315,1
3320,1
3325,1
3330,1
3335,1
3340,1
3345,1
3350,1
3355,1
3360,1
3365,1
3370,1
3375,1
3380,1
3385,1
3390,1
3395,1
3400,1
3405,1
3410,1
3415,1
3420,1
3425,1
3430,1
3435,1
3440,1
3445,1
3450,1
3455,1
3460,1
3465,1
3470,1
3475,1
3480,1
3485,1
3490,1
3495,1
3500,1
3505,1
3510,1
3515,1
3520,1
3525,1
3530,1
3535,1
3540,1
3545,1
3550,1
3555,1
3560,1
3565,1
3570,1
3575,1
3580,1
3585,1
3590,1
3595,1
3600,1
3605,1
3610,1
3615,1
3620,1
3625,1
3630,1
3635,1
3640,1
3645,1
3650,1
3655,1
3660,1
3665,1
3670,1
3675,1
3680,1
3685,1
3690,1
3695,1
3700,1
3705,1
3710,1
3715,1
3720,1
3725,1
3730,1
3735,1
3740,1
3745,1
3750,1
3755,1
3760,1
3765,1
3770,1
3775,1
3780,1
3785,1
3790,1
3795,1
3800,1
3805,1
3810,1
3815,1
3820,1
3825,1
3830,1
3835,1
3840,1
3845,1
3850,1
3855,1
3860,1
3865,1
3870,1
3875,1
3880,1
3885,1
3890,1
3895,1
3900,1
3905,1
3910,1
3915,1
3920,1
3925,1
3930,1
3935,1
3940,1
3945,1
3950,1
3955,1
3960,1
3965,1
3970,1
3975,1
3980,1
3985,1
3990,1
3995,1
4000,1
4005,1
4010,1
4015,1
4020,1
4025,1
4030,1
4035,1
4040,1
4045,1
